CGG_NM,STDG_NM,BLDG_USG,평균전세가_만원,거래건수
강남구,삼성동,단독다가구,23125.6,16
용산구,서계동,오피스텔,23125.0,4
강북구,번동,오피스텔,23115.4,13
용산구,원효로4가,연립다세대,23105.7,42
성북구,동선동3가,아파트,23100.0,1
구로구,개봉동,오피스텔,23078.3,6
용산구,한강로1가,단독다가구,23075.0,2
종로구,숭인동,연립다세대,23044.2,43
영등포구,신길동,연립다세대,23011.4,243
종로구,무악동,연립다세대,23000.0,1
종로구,청운동,단독다가구,23000.0,1
종로구,명륜2가,연립다세대,23000.0,1
중구,필동3가,연립다세대,22975.0,8
도봉구,창동,오피스텔,22972.5,110
마포구,당인동,연립다세대,22971.2,16
강남구,역삼동,단독다가구,22955.5,130
종로구,종로5가,오피스텔,22936.0,15
성동구,성수동2가,오피스텔,22889.8,59
마포구,대흥동,연립다세대,22885.6,70
동대문구,전농동,연립다세대,22880.9,215
용산구,동빙고동,단독다가구,22880.6,18
영등포구,영등포동6가,오피스텔,22878.0,25
강동구,천호동,오피스텔,22830.0,136
종로구,혜화동,연립다세대,22735.7,14
동대문구,청량리동,연립다세대,22734.5,21
강서구,마곡동,오피스텔,22683.5,415
송파구,풍납동,연립다세대,22679.5,55
동대문구,제기동,연립다세대,22633.5,74
종로구,숭인동,오피스텔,22617.1,135
강서구,등촌동,연립다세대,22585.7,192
관악구,봉천동,연립다세대,22581.5,346
종로구,명륜1가,단독다가구,22550.0,12
영등포구,도림동,연립다세대,22547.5,68
종로구,관수동,오피스텔,22516.7,6
마포구,현석동,단독다가구,22500.0,2
종로구,낙원동,아파트,22500.0,2
성북구,하월곡동,연립다세대,22483.9,28
영등포구,신길동,오피스텔,22483.8,81
중구,쌍림동,오피스텔,22466.7,3
서초구,양재동,단독다가구,22461.5,83
은평구,구산동,오피스텔,22441.2,4
중구,묵정동,오피스텔,22416.7,6
중랑구,중화동,연립다세대,22349.1,232
서대문구,북아현동,연립다세대,22347.1,90
영등포구,영등포동3가,오피스텔,22304.7,83
성동구,성수동2가,연립다세대,22287.8,105
성동구,상왕십리동,오피스텔,22250.0,2
용산구,효창동,단독다가구,22242.9,14
마포구,상암동,오피스텔,22201.6,38
종로구,홍지동,단독다가구,22187.5,4
강동구,성내동,오피스텔,22096.2,52
구로구,오류동,오피스텔,22079.3,186
중랑구,상봉동,연립다세대,22055.8,172
은평구,증산동,오피스텔,22000.0,1
구로구,구로동,오피스텔,21975.5,275
강남구,개포동,단독다가구,21896.1,38
광진구,군자동,오피스텔,21873.3,12
성북구,삼선동1가,연립다세대,21873.2,8
동대문구,용두동,오피스텔,21873.0,79
송파구,거여동,단독다가구,21867.4,52
마포구,신공덕동,단독다가구,21833.3,6
종로구,연건동,연립다세대,21820.0,5
성북구,상월곡동,연립다세대,21817.2,13
마포구,서교동,오피스텔,21800.0,26
용산구,갈월동,단독다가구,21787.5,8
광진구,화양동,연립다세대,21769.1,61
구로구,항동,연립다세대,21766.7,18
용산구,신창동,연립다세대,21764.4,65
서초구,잠원동,오피스텔,21722.2,9
성북구,종암동,연립다세대,21712.2,43
성북구,성북동,단독다가구,21710.0,28
영등포구,영등포동6가,단독다가구,21687.5,4
중랑구,신내동,오피스텔,21673.5,42
용산구,한강로2가,연립다세대,21652.2,18
마포구,노고산동,연립다세대,21579.6,72
은평구,역촌동,오피스텔,21560.5,40
강서구,가양동,연립다세대,21545.2,21
영등포구,당산동,오피스텔,21541.3,97
강서구,마곡동,연립다세대,21535.4,56
강남구,논현동,단독다가구,21525.4,102
용산구,원효로1가,단독다가구,21519.9,14
영등포구,당산동5가,오피스텔,21504.6,27
용산구,청파동3가,오피스텔,21500.0,16
중구,충무로2가,오피스텔,21442.9,14
영등포구,양평동5가,연립다세대,21407.1,12
용산구,산천동,연립다세대,21366.7,6
강남구,신사동,단독다가구,21345.4,30
송파구,방이동,단독다가구,21281.4,34
송파구,오금동,단독다가구,21260.9,23
성북구,하월곡동,오피스텔,21242.9,33
성북구,삼선동5가,연립다세대,21238.5,13
서대문구,연희동,단독다가구,21229.1,79
은평구,불광동,오피스텔,21193.6,36
용산구,서계동,연립다세대,21186.3,60
강서구,가양동,오피스텔,21172.6,82
송파구,송파동,단독다가구,21154.6,52
동작구,노량진동,오피스텔,21146.2,39
은평구,녹번동,오피스텔,21124.2,30
영등포구,양평동3가,연립다세대,21102.5,8
금천구,가산동,연립다세대,21086.2,50
강남구,청담동,오피스텔,21057.3,7
성동구,마장동,연립다세대,21046.0,27
송파구,석촌동,단독다가구,21026.7,47
서초구,반포동,단독다가구,21019.5,35
광진구,화양동,오피스텔,21010.7,72
성북구,성북동,아파트,21000.0,5
종로구,원남동,오피스텔,21000.0,3
종로구,팔판동,단독다가구,21000.0,1
종로구,창신동,오피스텔,20999.4,10
양천구,목동,연립다세대,20985.0,734
성동구,홍익동,오피스텔,20899.7,6
동작구,신대방동,연립다세대,20886.0,91
영등포구,양평동3가,단독다가구,20857.1,7
은평구,대조동,아파트,20849.2,82
영등포구,영등포동2가,연립다세대,20830.8,26
성동구,금호동4가,연립다세대,20793.0,10
마포구,동교동,단독다가구,20782.5,12
서대문구,연희동,오피스텔,20773.5,34
용산구,용산동2가,연립다세대,20759.9,125
송파구,잠실동,단독다가구,20755.7,56
성동구,도선동,연립다세대,20750.0,8
중구,중림동,연립다세대,20681.8,11
중랑구,신내동,연립다세대,20577.6,38
마포구,합정동,단독다가구,20566.2,40
은평구,녹번동,연립다세대,20555.7,231
용산구,원효로3가,연립다세대,20531.7,57
중랑구,묵동,연립다세대,20523.1,129
마포구,아현동,연립다세대,20440.3,92
영등포구,당산동,연립다세대,20423.7,38
영등포구,양평동4가,연립다세대,20412.6,34
마포구,동교동,오피스텔,20355.6,9
용산구,이태원동,단독다가구,20336.4,66
영등포구,양평동4가,단독다가구,20318.2,11
종로구,창성동,단독다가구,20283.3,3
종로구,혜화동,단독다가구,20221.4,7
강동구,암사동,오피스텔,20216.6,18
관악구,봉천동,오피스텔,20193.9,171
용산구,후암동,단독다가구,20177.5,76
중구,저동2가,오피스텔,20177.1,7
성북구,동선동5가,연립다세대,20125.0,4
마포구,염리동,연립다세대,20111.1,115
양천구,신정동,연립다세대,20061.8,269
금천구,독산동,연립다세대,20049.4,342
강동구,명일동,단독다가구,20017.2,29
마포구,망원동,단독다가구,20015.7,42
종로구,내자동,단독다가구,20000.0,1
종로구,신교동,단독다가구,20000.0,1
마포구,당인동,단독다가구,20000.0,1
영등포구,대림동,연립다세대,19982.6,84
서대문구,홍제동,연립다세대,19965.4,119
마포구,아현동,단독다가구,19937.5,8
서대문구,홍제동,오피스텔,19934.8,23
서대문구,대현동,연립다세대,19925.0,2
송파구,마천동,연립다세대,19869.3,243
은평구,응암동,오피스텔,19867.1,128
은평구,대조동,연립다세대,19846.2,178
중구,신당동,단독다가구,19800.5,115
성동구,용답동,오피스텔,19753.5,58
중랑구,묵동,오피스텔,19750.0,2
영등포구,영등포동1가,오피스텔,19743.5,129
성동구,송정동,연립다세대,19733.7,27
마포구,창전동,연립다세대,19652.1,24
은평구,역촌동,연립다세대,19648.5,169
중구,회현동3가,연립다세대,19633.3,3
강북구,수유동,오피스텔,19618.9,37
강서구,공항동,연립다세대,19601.9,141
용산구,보광동,단독다가구,19596.9,29
성북구,동소문동3가,단독다가구,19500.0,2
성북구,안암동5가,연립다세대,19500.0,4
은평구,수색동,연립다세대,19470.8,38
성북구,석관동,연립다세대,19465.8,125
마포구,연남동,단독다가구,19460.3,55
서대문구,충정로2가,오피스텔,19333.3,3
서대문구,옥천동,연립다세대,19333.3,3
용산구,용문동,단독다가구,19319.4,7
은평구,불광동,연립다세대,19314.3,381
서대문구,천연동,단독다가구,19312.5,8
영등포구,문래동2가,아파트,19307.7,13
강서구,공항동,오피스텔,19271.0,15
종로구,사직동,단독다가구,19250.0,4
종로구,행촌동,연립다세대,19184.1,28
중구,중림동,단독다가구,19160.0,5
서대문구,대현동,오피스텔,19156.9,61
강북구,미아동,오피스텔,19137.5,8
영등포구,당산동4가,단독다가구,19135.0,10
성북구,돈암동,연립다세대,19127.5,20
동대문구,신설동,오피스텔,19096.8,72
마포구,서교동,단독다가구,19076.6,47
마포구,신수동,단독다가구,19034.8,23
성동구,금호동4가,단독다가구,19033.3,15
서대문구,충정로2가,연립다세대,19000.0,1
용산구,이촌동,단독다가구,19000.0,2
성동구,옥수동,오피스텔,19000.0,5
서대문구,남가좌동,연립다세대,18950.0,36
중구,오장동,오피스텔,18925.5,31
금천구,가산동,오피스텔,18825.7,272
은평구,구산동,연립다세대,18810.6,67
양천구,목동,단독다가구,18796.3,94
송파구,가락동,단독다가구,18781.2,49
성북구,동선동3가,오피스텔,18778.6,7
관악구,신림동,오피스텔,18769.6,79
성북구,장위동,연립다세대,18765.3,398
마포구,대흥동,단독다가구,18731.2,24
성북구,삼선동2가,단독다가구,18713.3,15
관악구,신림동,연립다세대,18695.7,426
동대문구,회기동,연립다세대,18694.4,16
서대문구,북가좌동,연립다세대,18677.3,170
종로구,동숭동,연립다세대,18668.8,24
중구,만리동1가,단독다가구,18666.7,3
광진구,능동,오피스텔,18650.0,4
은평구,갈현동,연립다세대,18649.6,193
광진구,광장동,단독다가구,18590.9,27
용산구,용산동2가,단독다가구,18572.5,37
강서구,방화동,연립다세대,18554.5,136
구로구,가리봉동,연립다세대,18528.4,56
강서구,화곡동,오피스텔,18510.5,446
강북구,우이동,연립다세대,18508.1,26
강동구,고덕동,단독다가구,18464.8,70
마포구,노고산동,오피스텔,18308.5,17
금천구,시흥동,연립다세대,18300.1,290
은평구,응암동,연립다세대,18289.8,181
은평구,신사동,연립다세대,18284.2,144
송파구,삼전동,단독다가구,18202.6,61
용산구,한강로3가,연립다세대,18125.0,8
마포구,노고산동,단독다가구,18063.3,15
구로구,천왕동,오피스텔,18050.0,12
성동구,용답동,단독다가구,18036.2,47
광진구,중곡동,오피스텔,18019.2,24
마포구,토정동,단독다가구,18000.0,1
성북구,동소문동6가,아파트,18000.0,1
성북구,삼선동5가,오피스텔,18000.0,1
성북구,정릉동,연립다세대,17961.0,173
성동구,사근동,연립다세대,17960.0,10
구로구,구로동,연립다세대,17902.9,155
광진구,능동,단독다가구,17867.6,87
동대문구,휘경동,연립다세대,17847.9,48
동대문구,휘경동,오피스텔,17830.3,38
종로구,삼청동,단독다가구,17781.2,8
광진구,구의동,단독다가구,17725.2,197
성동구,금호동1가,단독다가구,17725.0,4
서대문구,충정로3가,단독다가구,17681.8,11
성동구,행당동,단독다가구,17676.1,46
동대문구,이문동,연립다세대,17629.6,27
성동구,성수동1가,단독다가구,17625.8,67
서대문구,홍은동,연립다세대,17617.6,106
성북구,동선동5가,단독다가구,17600.0,10
강동구,암사동,단독다가구,17588.8,72
서대문구,북아현동,단독다가구,17586.2,80
용산구,서계동,단독다가구,17573.6,20
노원구,중계동,연립다세대,17538.7,37
성동구,응봉동,연립다세대,17527.6,29
중구,장충동1가,단독다가구,17500.0,2
종로구,창신동,연립다세대,17498.3,63
마포구,상암동,단독다가구,17475.0,18
강동구,둔촌동,단독다가구,17436.9,42
강동구,상일동,단독다가구,17415.6,32
동작구,사당동,단독다가구,17411.7,289
동대문구,신설동,단독다가구,17400.0,3
송파구,문정동,단독다가구,17334.7,36
성북구,보문동5가,연립다세대,17314.3,7
동작구,본동,단독다가구,17275.0,16
성북구,동소문동6가,오피스텔,17266.7,3
관악구,남현동,단독다가구,17228.7,43
종로구,동숭동,단독다가구,17181.8,11
중구,광희동2가,단독다가구,17125.0,4
성동구,홍익동,단독다가구,17123.7,15
도봉구,창동,연립다세대,17123.4,196
성동구,옥수동,단독다가구,17118.2,11
광진구,중곡동,단독다가구,17081.2,340
종로구,효제동,오피스텔,17076.9,13
성동구,도선동,단독다가구,17072.7,22
광진구,자양동,단독다가구,17067.7,259
용산구,신창동,단독다가구,17066.7,12
성북구,보문동1가,단독다가구,17000.0,1
강동구,성내동,단독다가구,16984.5,183
강서구,화곡동,연립다세대,16950.2,1075
마포구,창전동,단독다가구,16942.6,27
성동구,금호동1가,연립다세대,16940.9,22
종로구,명륜4가,단독다가구,16816.7,6
성동구,금호동3가,단독다가구,16814.1,32
성북구,동소문동6가,단독다가구,16687.5,4
성북구,성북동1가,단독다가구,16666.7,3
서대문구,창천동,오피스텔,16656.7,21
구로구,개봉동,연립다세대,16604.7,244
강동구,길동,단독다가구,16547.8,67
노원구,월계동,연립다세대,16445.3,58
성북구,안암동3가,단독다가구,16414.3,7
동대문구,용두동,단독다가구,16411.7,47
강북구,미아동,연립다세대,16406.4,273
은평구,수색동,단독다가구,16406.2,8
도봉구,도봉동,연립다세대,16400.7,76
노원구,공릉동,연립다세대,16370.6,74
금천구,시흥동,오피스텔,16294.0,132
영등포구,영등포동1가,연립다세대,16268.6,7
구로구,고척동,연립다세대,16254.4,51
강북구,수유동,연립다세대,16237.5,236
성북구,동선동4가,단독다가구,16214.3,7
용산구,청파동2가,단독다가구,16200.0,8
구로구,궁동,연립다세대,16180.1,61
용산구,청파동1가,단독다가구,16171.2,20
서대문구,냉천동,단독다가구,16166.7,3
마포구,성산동,단독다가구,16150.1,44
마포구,도화동,단독다가구,16132.2,27
중구,장충동1가,연립다세대,16126.8,9
동작구,대방동,단독다가구,16117.5,53
용산구,이촌동,연립다세대,16068.8,8
영등포구,당산동6가,단독다가구,16052.3,11
강서구,내발산동,단독다가구,16020.0,23
성북구,보문동5가,단독다가구,16000.0,4
종로구,명륜2가,단독다가구,16000.0,3
성북구,동소문동7가,단독다가구,16000.0,2
동작구,대방동,오피스텔,15971.0,10
은평구,대조동,오피스텔,15960.5,61
영등포구,당산동3가,단독다가구,15960.0,15
영등포구,당산동2가,단독다가구,15931.2,8
강서구,등촌동,단독다가구,15921.1,38
동대문구,전농동,단독다가구,15843.4,105
관악구,남현동,오피스텔,15826.7,15
강서구,외발산동,연립다세대,15762.9,7
서대문구,옥천동,단독다가구,15755.6,9
용산구,원효로3가,단독다가구,15746.8,16
용산구,후암동,오피스텔,15712.5,8
마포구,상수동,단독다가구,15685.0,10
종로구,이화동,단독다가구,15678.6,7
구로구,오류동,연립다세대,15647.3,96
마포구,염리동,단독다가구,15564.0,25
성북구,안암동2가,단독다가구,15512.5,12
마포구,구수동,단독다가구,15500.0,6
서대문구,충정로3가,오피스텔,15500.0,1
광진구,군자동,단독다가구,15499.7,79
성북구,안암동1가,단독다가구,15471.4,7
도봉구,쌍문동,연립다세대,15426.3,118
중구,황학동,단독다가구,15333.3,12
성북구,석관동,오피스텔,15307.5,12
중랑구,망우동,단독다가구,15302.4,125
은평구,증산동,단독다가구,15255.6,9
동대문구,장안동,단독다가구,15232.1,56
성동구,성수동2가,단독다가구,15206.3,108
양천구,신정동,단독다가구,15182.2,125
용산구,원효로2가,단독다가구,15177.8,9
성동구,송정동,단독다가구,15076.0,52
은평구,녹번동,단독다가구,15038.7,41
성북구,동선동4가,오피스텔,15000.0,1
종로구,누상동,단독다가구,15000.0,4
용산구,청암동,단독다가구,15000.0,1
동작구,상도1동,단독다가구,15000.0,13
중구,남산동2가,단독다가구,15000.0,1
종로구,연건동,단독다가구,15000.0,3
노원구,하계동,단독다가구,15000.0,2
마포구,상암동,연립다세대,14994.7,32
송파구,풍납동,단독다가구,14980.4,69
마포구,상수동,오피스텔,14942.5,4
영등포구,양평동2가,단독다가구,14875.0,4
동작구,본동,연립다세대,14785.0,10
도봉구,방학동,연립다세대,14760.8,118
종로구,충신동,단독다가구,14639.5,15
성북구,동소문동1가,단독다가구,14614.3,7
성북구,보문동6가,단독다가구,14612.5,8
광진구,화양동,단독다가구,14606.3,97
종로구,필운동,오피스텔,14600.0,1
구로구,고척동,오피스텔,14585.0,16
관악구,봉천동,단독다가구,14537.3,475
성북구,보문동3가,단독다가구,14500.0,2
동대문구,답십리동,단독다가구,14450.1,83
노원구,상계동,연립다세대,14425.7,154
마포구,공덕동,단독다가구,14424.1,41
성북구,종암동,단독다가구,14385.2,44
양천구,신월동,연립다세대,14284.9,448
서초구,우면동,오피스텔,14195.2,21
성북구,돈암동,단독다가구,14166.7,6
강동구,천호동,단독다가구,14122.2,234
중랑구,상봉동,단독다가구,14104.2,58
중구,묵정동,연립다세대,14062.5,4
성북구,삼선동3가,단독다가구,13911.1,9
성북구,삼선동4가,단독다가구,13885.7,7
동작구,상도동,단독다가구,13880.6,261
구로구,신도림동,연립다세대,13875.0,8
영등포구,영등포동,오피스텔,13833.3,6
동작구,흑석동,단독다가구,13825.6,43
노원구,상계동,오피스텔,13822.8,24
중랑구,묵동,단독다가구,13812.9,89
종로구,연건동,오피스텔,13750.0,2
영등포구,영등포동4가,연립다세대,13740.0,5
구로구,신도림동,단독다가구,13733.3,3
서대문구,북가좌동,단독다가구,13717.7,48
서대문구,충정로2가,단독다가구,13700.0,5
강서구,방화동,단독다가구,13696.8,44
용산구,청파동3가,단독다가구,13692.9,28
성북구,정릉동,단독다가구,13680.4,92
종로구,창신동,단독다가구,13641.7,24
강동구,강일동,오피스텔,13617.2,32
성북구,동선동2가,단독다가구,13551.2,8
마포구,중동,단독다가구,13520.0,7
영등포구,영등포동7가,단독다가구,13500.0,3
구로구,온수동,연립다세대,13488.3,55
동대문구,청량리동,단독다가구,13473.2,52
중랑구,신내동,단독다가구,13383.6,14
성북구,안암동1가,연립다세대,13333.3,3
성동구,금호동2가,단독다가구,13329.4,17
영등포구,당산동1가,단독다가구,13296.7,24
동작구,상도동,오피스텔,13250.0,2
성동구,하왕십리동,단독다가구,13242.4,33
중랑구,중화동,단독다가구,13232.5,106
서대문구,홍제동,단독다가구,13209.4,85
성북구,삼선동5가,단독다가구,13208.3,12
영등포구,신길동,단독다가구,13203.1,264
은평구,구산동,단독다가구,13178.9,19
중랑구,중화동,오피스텔,13083.3,6
은평구,갈현동,단독다가구,13080.8,65
관악구,신림동,단독다가구,13013.7,593
마포구,창전동,오피스텔,13000.0,3
종로구,무악동,단독다가구,13000.0,1
동대문구,이문동,오피스텔,12985.0,35
성북구,동선동3가,단독다가구,12984.1,14
성동구,마장동,단독다가구,12975.3,49
종로구,숭인동,단독다가구,12955.6,18
종로구,명륜3가,단독다가구,12904.2,24
은평구,역촌동,단독다가구,12888.5,48
서대문구,남가좌동,단독다가구,12847.1,51
중구,장충동2가,단독다가구,12833.3,6
서대문구,창천동,단독다가구,12766.5,66
도봉구,방학동,오피스텔,12694.6,37
중랑구,면목동,단독다가구,12645.0,381
노원구,중계동,단독다가구,12567.9,14
강서구,개화동,단독다가구,12550.0,10
도봉구,도봉동,단독다가구,12520.8,48
중구,필동1가,단독다가구,12500.0,1
은평구,불광동,단독다가구,12460.6,101
성북구,길음동,단독다가구,12430.0,20
서대문구,대현동,단독다가구,12333.3,3
성북구,삼선동1가,단독다가구,12315.8,19
용산구,서빙고동,단독다가구,12300.0,7
영등포구,영등포동,단독다가구,12279.2,24
성북구,동소문동4가,단독다가구,12277.8,9
동대문구,회기동,단독다가구,12260.6,33
종로구,행촌동,단독다가구,12166.7,6
동대문구,제기동,단독다가구,12165.7,63
은평구,대조동,단독다가구,12093.1,36
서대문구,홍은동,단독다가구,12068.6,66
은평구,응암동,단독다가구,12048.3,102
서대문구,천연동,연립다세대,12000.0,1
강서구,가양동,단독다가구,12000.0,1
성북구,동선동1가,단독다가구,12000.0,1
동대문구,이문동,단독다가구,11993.5,62
영등포구,대림동,단독다가구,11970.5,188
성북구,석관동,단독다가구,11904.5,88
중구,장충동2가,연립다세대,11895.7,14
송파구,마천동,단독다가구,11885.2,103
동작구,신대방동,단독다가구,11859.5,100
성북구,장위동,단독다가구,11800.6,77
노원구,월계동,단독다가구,11796.5,23
성북구,보문동2가,단독다가구,11750.0,6
노원구,공릉동,단독다가구,11744.6,112
영등포구,도림동,단독다가구,11706.2,81
성북구,하월곡동,단독다가구,11703.8,53
은평구,신사동,단독다가구,11687.1,42
동대문구,휘경동,단독다가구,11654.8,101
강서구,공항동,단독다가구,11547.3,47
마포구,마포동,단독다가구,11500.0,7
종로구,부암동,오피스텔,11500.0,2
종로구,종로6가,단독다가구,11500.0,1
강북구,수유동,단독다가구,11460.7,185
강서구,화곡동,단독다가구,11449.1,207
종로구,명륜3가,연립다세대,11407.7,13
강북구,미아동,단독다가구,11399.4,243
강북구,번동,연립다세대,11357.6,109
성북구,상월곡동,단독다가구,11344.0,25
용산구,남영동,단독다가구,11333.3,3
구로구,개봉동,단독다가구,11256.3,96
서대문구,봉원동,단독다가구,11000.0,1
노원구,월계동,오피스텔,11000.0,1
구로구,온수동,단독다가구,10875.0,4
용산구,용산동3가,연립다세대,10875.0,5
강북구,번동,단독다가구,10875.0,76
금천구,시흥동,단독다가구,10703.5,192
동작구,상도1동,아파트,10680.0,5
도봉구,쌍문동,단독다가구,10656.1,53
용산구,한강로3가,단독다가구,10653.7,19
영등포구,양평동1가,단독다가구,10633.3,3
노원구,상계동,단독다가구,10623.8,103
금천구,독산동,단독다가구,10538.4,200
구로구,고척동,단독다가구,10533.6,70
성동구,사근동,단독다가구,10520.0,20
용산구,주성동,단독다가구,10500.0,5
도봉구,창동,단독다가구,10396.8,79
용산구,원효로4가,단독다가구,10375.0,2
구로구,구로동,단독다가구,10190.4,194
성북구,안암동5가,단독다가구,10055.6,9
중구,쌍림동,단독다가구,10000.0,3
영등포구,영등포동3가,아파트,10000.0,1
영등포구,당산동5가,단독다가구,10000.0,1
중구,예장동,단독다가구,10000.0,1
구로구,오류동,단독다가구,9996.6,44
도봉구,방학동,단독다가구,9978.6,70
성북구,동선동1가,오피스텔,9975.0,4
성북구,장위동,오피스텔,9920.0,5
서대문구,미근동,아파트,9900.0,1
양천구,신월동,단독다가구,9883.5,102
금천구,가산동,단독다가구,9675.0,20
노원구,공릉동,오피스텔,9600.0,1
강북구,우이동,단독다가구,9431.7,15
성북구,안암동4가,연립다세대,9400.0,1
성북구,보문동1가,연립다세대,9000.0,1
성북구,동선동1가,연립다세대,8916.7,6
서대문구,대신동,단독다가구,8916.7,9
구로구,가리봉동,단독다가구,8850.0,44
구로구,궁동,단독다가구,8625.0,8
종로구,원남동,단독다가구,8500.0,2
중구,무학동,단독다가구,8000.0,1
용산구,동자동,단독다가구,8000.0,1
종로구,신문로2가,단독다가구,7840.0,5
서대문구,신촌동,단독다가구,7750.0,4
종로구,명륜3가,아파트,7250.0,2
중구,회현동3가,단독다가구,7000.0,1
성북구,동소문동2가,단독다가구,7000.0,1
중구,필동3가,단독다가구,6500.0,1
종로구,돈의동,단독다가구,5500.0,1
성북구,보문동7가,단독다가구,5250.0,1
서대문구,미근동,단독다가구,5000.0,1
성북구,안암동4가,단독다가구,5000.0,1
서대문구,영천동,단독다가구,4000.0,1
마포구,하중동,연립다세대,2000.0,1
